fundo_cnpj,data,pl,valor_cota,captacao_dia,resgate_dia,cotistas
04894428000186,2025-02-13,603607.05,451.95517298,0.0,0.0,21
04894428000186,2025-02-14,603880.53,452.15994312,0.0,0.0,21
04894428000186,2025-02-17,604154.15,452.36481809,0.0,0.0,21
04894428000186,2025-02-18,604427.91,452.56979788,0.0,0.0,21
04894428000186,2025-02-19,604701.82,452.77488999,0.0,0.0,21
04894428000186,2025-02-20,604975.87,452.98008692,0.0,0.0,21
04894428000186,2025-02-21,605250.07,453.18539617,0.0,0.0,21
04894428000186,2025-02-24,605524.41,453.39081024,0.0,0.0,21
04894428000186,2025-02-25,605798.89,453.59632914,0.0,0.0,21
04894428000186,2025-02-26,606073.52,453.80196035,0.0,0.0,21
04894428000186,2025-02-27,606348.29,454.00769639,0.0,0.0,21
04894428000186,2025-02-28,606623.21,454.21354474,0.0,0.0,21
04894428000186,2025-03-05,606898.33,454.41954284,0.0,0.0,21
04894428000186,2025-03-06,607173.83,454.62582547,0.0,0.0,21
04894428000186,2025-03-07,607449.44,454.83219047,0.0,0.0,21
04894428000186,2025-03-10,607725.21,455.03867526,0.0,0.0,21
04894428000186,2025-03-11,608001.12,455.24526488,0.0,0.0,21
04894428000186,2025-03-12,608277.17,455.45195933,0.0,0.0,21
04894428000186,2025-03-13,608553.36,455.6587586,0.0,0.0,21
04894428000186,2025-03-14,608829.71,455.86567768,0.0,0.0,21
04894428000186,2025-03-17,609106.19,456.07269409,0.0,0.0,21
04894428000186,2025-03-18,609382.83,456.2798303,0.0,0.0,21
04894428000186,2025-03-19,609659.61,456.48707134,0.0,0.0,21
04894428000186,2025-03-20,609936.53,456.69441721,0.0,0.0,21
04894428000186,2025-03-21,610213.6,456.90187539,0.0,0.0,21
04894428000186,2025-03-24,610490.81,457.10943839,0.0,0.0,21
04894428000186,2025-03-25,610768.17,457.31711371,0.0,0.0,21
04894428000186,2025-03-26,611045.67,457.52489386,0.0,0.0,21
04894428000186,2025-03-27,611323.32,457.73278632,0.0,0.0,21
04894428000186,2025-03-28,611601.11,457.9407836,0.0,0.0,21
04894428000186,2025-03-31,611879.05,458.1488932,0.0,0.0,21
04894428000186,2025-04-01,612157.13,458.35710762,0.0,0.0,21
04894428000186,2025-04-02,612435.36,458.56543436,0.0,0.0,21
04894428000186,2025-04-03,612713.74,458.77387341,0.0,0.0,21
04894428000186,2025-04-04,612992.26,458.98241729,0.0,0.0,21
04894428000186,2025-04-07,613270.92,459.191066,0.0,0.0,21
04894428000186,2025-04-08,613591.55,459.43114004,0.0,0.0,21
04894428000186,2025-04-09,613891.44,459.65568486,0.0,0.0,21
04894428000186,2025-04-10,614191.49,459.88034949,0.0,0.0,21
04894428000186,2025-04-11,614491.72,460.10514888,0.0,0.0,21
04894428000186,2025-04-14,614792.11,460.33006808,0.0,0.0,21
04894428000186,2025-04-15,615092.67,460.55511457,0.0,0.0,21
04894428000186,2025-04-16,615393.4,460.78028835,0.0,0.0,21
04894428000186,2025-04-17,615694.29,461.00558193,0.0,0.0,21
04894428000186,2025-04-22,615995.36,461.23101028,0.0,0.0,21
04894428000186,2025-04-23,616614.81,461.69482798,0.0,0.0,21
04894428000186,2025-04-24,616916.37,461.92062322,0.0,0.0,21
04894428000186,2025-04-25,617218.11,462.14655324,0.0,0.0,21
04894428000186,2025-04-28,617520.02,462.37261055,0.0,0.0,21
04894428000186,2025-04-29,617822.08,462.59878018,0.0,0.0,21
04894428000186,2025-04-30,618124.32,462.82508458,0.0,0.0,21
04894428000186,2025-05-02,618426.73,463.05151627,0.0,0.0,21
04894428000186,2025-05-05,618729.31,463.27807525,0.0,0.0,21
04894428000186,2025-05-06,619032.06,463.50476151,0.0,0.0,21
04894428000186,2025-05-07,619334.98,463.73157507,0.0,0.0,21
04894428000186,2025-05-08,619638.07,463.95851591,0.0,0.0,21
04894428000186,2025-05-09,619962.3,464.20128548,0.0,0.0,21
04894428000186,2025-05-12,620276.23,464.43634286,0.0,0.0,21
04894428000186,2025-05-13,620590.35,464.67154249,0.0,0.0,21
04894428000186,2025-05-14,620904.64,464.90686942,0.0,0.0,21
04894428000186,2025-05-15,621219.12,465.14233861,0.0,0.0,21
04894428000186,2025-05-16,621533.77,465.37793509,0.0,0.0,21
04894428000186,2025-05-19,621848.61,465.61367383,0.0,0.0,21
04894428000186,2025-05-20,622163.63,465.84954735,0.0,0.0,21
04894428000186,2025-05-21,622478.83,466.08555564,0.0,0.0,21
04894428000186,2025-05-22,622794.21,466.32169871,0.0,0.0,21
04894428000186,2025-05-23,623109.77,466.55797656,0.0,0.0,21
04894428000186,2025-05-26,623425.51,466.79438918,0.0,0.0,21
04894428000186,2025-05-27,623741.47,467.03096653,0.0,0.0,21
04894428000186,2025-05-28,624057.57,467.26764871,0.0,0.0,21
04894428000186,2025-05-29,624373.86,467.50447315,0.0,0.0,21
04894428000186,2025-05-30,624690.33,467.74143237,0.0,0.0,21
04894428000186,2025-06-02,625006.99,467.97853385,0.0,0.0,21
04894428000186,2025-06-03,625323.82,468.21576262,0.0,0.0,21
04894428000186,2025-06-04,625640.85,468.45314114,0.0,0.0,21
04894428000186,2025-06-05,625958.05,468.69064695,0.0,0.0,21
04894428000186,2025-06-06,626275.33,468.92821266,0.0,0.0,21
04894428000186,2025-06-09,626593.4,469.16636988,0.0,0.0,21
04894428000186,2025-06-10,626911.66,469.40466938,0.0,0.0,21
04894428000186,2025-06-11,627230.1,469.64310364,0.0,0.0,21
04894428000186,2025-06-12,627548.72,469.88167269,0.0,0.0,21
04894428000186,2025-06-13,627867.53,470.120384,0.0,0.0,21
04894428000186,2025-06-16,628186.52,470.35923008,0.0,0.0,21
04894428000186,2025-06-17,628505.69,470.59821094,0.0,0.0,21
04894428000186,2025-06-18,628825.04,470.83732658,0.0,0.0,21
04894428000186,2025-06-20,629144.58,471.07658448,0.0,0.0,21
04894428000186,2025-06-23,629464.3,471.31597716,0.0,0.0,21
04894428000186,2025-06-24,629784.21,471.5555121,0.0,0.0,21
04894428000186,2025-06-25,630104.3,471.79518182,0.0,0.0,21
04894428000186,2025-06-26,630424.57,472.03498631,0.0,0.0,21
04894428000186,2025-06-27,630745.03,472.27493307,0.0,0.0,21
04894428000186,2025-06-30,631065.67,472.51501461,0.0,0.0,21
04894428000186,2025-07-01,631386.49,472.75523092,0.0,0.0,21
04894428000186,2025-07-02,631707.5,472.99558949,0.0,0.0,21
04894428000186,2025-07-03,632028.69,473.23608284,0.0,0.0,21
04894428000186,2025-07-04,632350.07,473.47671846,0.0,0.0,21
04894428000186,2025-07-07,632671.63,473.71748885,0.0,0.0,21
04894428000186,2025-07-08,633331.7,474.21172106,0.0,0.0,21
04894428000186,2025-07-09,633653.81,474.45290327,0.0,0.0,21
04894428000186,2025-07-10,633976.11,474.69422774,0.0,0.0,21
04894428000186,2025-07-11,634298.6,474.93569448,0.0,0.0,21
04894428000186,2025-07-14,634621.27,475.17729599,0.0,0.0,21
04894428000186,2025-07-15,634944.12,475.41903228,0.0,0.0,21
04894428000186,2025-07-16,635267.17,475.66091832,0.0,0.0,21
04894428000186,2025-07-17,635590.41,475.90294662,0.0,0.0,21
04894428000186,2025-07-18,635913.82,476.14510221,0.0,0.0,21
04894428000186,2025-07-21,636237.42,476.38740007,0.0,0.0,21
04894428000186,2025-07-22,636561.2,476.6298327,0.0,0.0,21
04894428000186,2025-07-23,636885.17,476.8724076,0.0,0.0,21
04894428000186,2025-07-24,637209.32,477.11511727,0.0,0.0,21
04894428000186,2025-07-25,637533.66,477.3579692,0.0,0.0,21
04894428000186,2025-07-28,637858.19,477.60096341,0.0,0.0,21
04894428000186,2025-07-29,638182.9,477.84409238,0.0,0.0,21
04894428000186,2025-07-30,638507.8,478.08736362,0.0,0.0,21
04894428000186,2025-07-31,638832.88,478.33076964,0.0,0.0,21
04894428000186,2025-08-01,639158.16,478.57432541,0.0,0.0,21
04894428000186,2025-08-04,639483.61,478.81800846,0.0,0.0,21
04894428000186,2025-08-05,639820.08,479.06994283,0.0,0.0,21
04894428000186,2025-08-06,640151.33,479.31796867,0.0,0.0,21
